Graph,Closeness,Clustering,Degree
1,2.0112244256551524,0.5618402061249698,66.3234516332961
2,1.8716394861507835,0.5608957534383571,65.64122409300423
3,1.891922642696064,0.5361506827737252,62.71440762237773
