Metric,Mean,Median,Standard Deviation
closeness,0.14012433191100682,0.19032007006597396,0.14887162777782859
clustering,0.00944378091214626,0.02141232939835025,0.0239041144811907
degree,0.4952860404420676,1.703823405041902,2.3127540471710457
