Metric,Mean,Median,Standard Deviation
closeness,0.10218022336407562,0.1102933781776676,0.04240073458251829
clustering,0.007184677707755105,0.0036704897195128927,0.004177287947499499
degree,0.33407254664654573,0.010901491178962885,0.4234785881433656
