Graph,Closeness,Clustering,Degree
1,2.0613071577178412,0.5308385540488779,62.90181350518119
2,1.6938345540010151,0.5905888728359595,68.62658572426422
3,1.9339227628384976,0.5358478990121125,62.83051967319805
4,2.107208151408684,0.5177957454758674,61.36085127156315
