Node,Graph,Closeness,Clustering,Degree
1,1,2.1353697677030103,0.5485802328722724,66.9349730067589
1,2,1.6346854566291034,0.6047686649574563,71.1834374203075
1,3,1.971427431074141,0.5567261277235813,67.14236491814692
1,4,2.272801189327876,0.5151529727110704,62.04197575987417
2,1,2.1465665288306672,0.5422259151354252,65.80066284814795
2,2,1.72289225851621,0.5806945364043561,67.04981319618173
2,3,1.896939769003716,0.5377921589045569,62.912766175454585
2,4,2.328904193468221,0.5092280096931405,61.165928475202115
3,1,2.0960788175452714,0.54744794129143,66.5276830954009
3,2,1.7427125959311376,0.5803114182400997,67.20465760360388
3,3,1.8977046205383177,0.5359166103144054,62.556005492884985
3,4,2.180153720953298,0.5212104505768084,62.598431547603816
4,1,2.1675073355305225,0.5408552016485089,65.66247898511297
4,2,1.6928328237710073,0.5910533668099948,68.89581424018299
4,3,1.9956731828530365,0.5118348203757163,58.36686826193873
4,4,2.225861783394035,0.5148712439979483,61.70488934024605
5,1,2.206746124097336,0.50301893332734,58.54467668546168
5,2,1.856407667517051,0.5548796841033847,62.798435256764044
5,3,1.8408081876499438,0.5401051512741407,62.91794131293273
5,4,1.8810349157393194,0.5299880183687988,62.33691549898623
6,1,2.1712908802405577,0.5028224599972559,58.414428158269274
6,2,1.8034015142725064,0.5656902348130491,64.43897275620175
6,3,1.8653904580807428,0.5398655786758703,63.097399484884164
6,4,2.0195377104002716,0.5346493182737928,63.961199701769885
7,1,2.076924510333166,0.5496092437765715,66.71872017879438
7,2,1.6504414941528258,0.6041085886409377,71.09465172457836
7,3,1.9780606488536157,0.5457091455115822,65.01320128047519
7,4,2.2254453937242,0.5119929840330868,61.1071159936134
8,1,2.117915322828439,0.5487909449047789,66.9518836543579
8,2,1.7040557796569822,0.5913974030507781,68.95596549852996
8,3,1.9770365209874858,0.5160848385530186,59.23707427189194
8,4,2.1990507707285953,0.5187973244939443,62.22472386624882
9,1,2.086920435239236,0.5186129779181272,61.031823820879936
9,2,1.7100510370780468,0.5844891769382623,67.58264145884753
9,3,1.8646266220435266,0.5353525693074417,62.422520656514365
9,4,2.137716465497819,0.5219140011065718,62.15177702666209
10,1,2.2262692317608863,0.5087126630751049,60.229202647703666
10,2,1.6824149777939346,0.5902645992534595,68.36936780625412
10,3,1.8529616983148633,0.5439186151919613,63.781590946473735
10,4,2.21721798409148,0.5121024241823459,60.82720383279395
11,1,2.012639305214393,0.5427828754535678,64.69068552553765
11,2,1.5974123319621822,0.6117990463090811,72.21351455409922
11,3,1.8994707700685072,0.5563841374572112,66.43352534208434
11,4,2.030042180981203,0.5402533779390171,65.39964501083438
12,1,2.215495584712646,0.530469607673185,63.67003690980414
12,2,1.668853108242193,0.5965325899947486,69.75251525142623
12,3,2.020779549803564,0.5408982884191005,64.17076829295199
12,4,2.0777813321764014,0.533650173884131,64.39800466158859
13,1,1.975624669567892,0.5599442600905647,67.87732318409411
13,2,1.6397781987536868,0.602175861760572,70.59134201479215
13,3,1.9071690253524407,0.5553045408076163,66.27447078782814
13,4,2.0905069341216347,0.5349484158680573,64.56779428377412
14,1,2.0875481236637854,0.5421488202626213,65.04882582738249
14,2,1.6449123610567637,0.6013039031893463,70.47756345886737
14,3,1.995878212667765,0.5443420393223445,64.59013024669963
14,4,2.1054590916818756,0.5321898722551486,64.04743618892466
15,1,1.8977578236220392,0.5485998905024083,65.50399687237292
15,2,1.5866076873471648,0.6138605259879099,72.48625142024109
15,3,1.893174606533386,0.5297662172620161,61.39979414857422
15,4,2.0712184471885253,0.5358170497226162,64.29698525690641
16,1,1.9054292687713787,0.5426395669536085,64.58209943571542
16,2,1.569464527350523,0.6183625659098425,73.34871192151205
16,3,1.8540535513118852,0.5417612127336258,63.39346818128257
16,4,2.1512169437704403,0.5267852843097212,63.02192524613014
17,1,2.281765648773465,0.5361863968496703,64.07367390430598
17,2,1.6108846277749813,0.608407556502638,71.48972284856778
17,3,1.81987827018001,0.5512692022012827,65.14231322398841
17,4,1.9149720271006905,0.5361497624168067,63.848579720759204
18,1,2.1842387202578566,0.5329513060465948,63.54884514654
18,2,1.6775313667734872,0.5919510724285686,68.62324390203712
18,3,1.904332798845443,0.5588169746229348,66.9857044647536
18,4,2.008611765160537,0.5283365390776974,62.81745530564371
19,1,2.22635648739764,0.5273175643577456,63.1594392159852
19,2,1.778578393754801,0.5693947371143147,64.76445894098556
19,3,1.8964531797943376,0.545995354503517,64.66444195842449
19,4,2.3801356542168,0.49966338556284934,59.65168213542354
20,1,2.207905871389914,0.5340338167759969,64.44550013974813
20,2,1.8789382082856803,0.5471109299025377,61.46432945992574
20,3,1.9099235014708302,0.5422224643528191,64.05886007596858
20,4,2.3749480340129083,0.4984474430210099,59.3491896959566
21,1,1.8171210552963701,0.5456863539900081,64.30369369940277
21,2,1.7926292628892666,0.5661180144420517,64.39313049087626
21,3,1.8879714502084943,0.5301303028702308,61.42721886739566
21,4,1.9966283132411096,0.5440166592758919,65.6018248532157
22,1,1.880144511235525,0.5412993156560556,63.982902053782034
22,2,1.7297199549634477,0.5807099753017195,66.8568015496638
22,3,1.8390671478135319,0.5395229790964782,62.53872835733559
22,4,2.079039761638174,0.5313842039490806,63.47546606979418
23,1,2.1021717923277414,0.5350827107830973,63.94304405544599
23,2,1.818732004436087,0.5619804739413488,63.90285342008521
23,3,1.9363617522937244,0.5261536322570706,60.87462333602586
23,4,2.171138773545275,0.5228276343281322,62.679893425024154
24,1,2.0223106603094165,0.5584751238063125,68.17179670282704
24,2,1.785928216369966,0.569247086634818,65.22084479925758
24,3,1.9381852787487504,0.5253896092669972,60.619275935075684
24,4,2.109377453268343,0.5338488007502769,64.59569420083145
25,1,1.7768736835177659,0.5503792470769812,64.82964994343193
25,2,1.76256499391003,0.5733181132020266,65.77681589407258
25,3,1.8137344435520122,0.5473941220929579,64.32128757201151
25,4,1.8152404070281647,0.5457963668636423,65.19245020359027
26,1,1.9635320179688984,0.5402861152395936,64.43767826882768
26,2,1.7870618072576043,0.5682196412251829,65.03633895104433
26,3,1.8073347066019199,0.5529004694891793,65.21218648166594
26,4,1.9228365166284167,0.5481723226491418,66.1748506776101
27,1,2.4629740328018075,0.4789352345788158,55.36603538988874
27,2,1.83429633725082,0.5595784952207937,63.42272589037722
27,3,1.9826871187343136,0.5160155020102275,59.45487038546104
27,4,1.9659765857841465,0.5403557956583304,64.83772041587066
28,1,2.387060919276691,0.48332570901712096,55.90018561952066
28,2,1.8901185298686223,0.548415910141785,61.55275624183849
28,3,1.9895589130857623,0.5125229137233168,58.68369440858946
28,4,1.959067330976083,0.5358369634576627,63.75847709945857
29,1,1.9153685131058389,0.5599953109817257,67.31959774643065
29,2,1.5447767000189108,0.6249093583057654,74.52832613460747
29,3,1.8838328177245276,0.55134914024984,65.60879660894616
29,4,1.8768745738320662,0.5421325748833236,64.79900516416309
30,1,1.9587091058660255,0.5592350503213469,67.46731238675407
30,2,1.5568014885484733,0.6223536646526387,74.08149195682714
30,3,1.894089662007979,0.5559185588499402,66.47286230302578
30,4,1.9512376636776212,0.5385862438323215,64.30653239241643
31,1,2.0036910631263276,0.5468463363730981,65.35729447075751
31,2,1.665305695491916,0.5958816079145847,69.36885540227708
31,3,1.8063239858565985,0.557138924426973,66.06734721911906
31,4,2.0102635033576393,0.5342812280948354,63.95540321329583
32,1,1.9777875077080438,0.5484415448020228,65.68884587510766
32,2,1.7007101791561978,0.5889749729030973,68.41532574174687
32,3,1.8412313024530267,0.5470916497334981,64.32143805697926
32,4,2.0095001628556677,0.5333559057927421,63.89619460034981
33,1,2.170423161303391,0.5352643278192247,64.34143705007342
33,2,1.6555523906291254,0.5973194677925951,69.75512590799352
33,3,1.9431813632008548,0.5573695364550109,67.05583859851798
33,4,2.170782718926616,0.5246387401092817,63.11721584055837
34,1,2.177855216450443,0.5372962164777986,64.95160226535916
34,2,1.7137982387903692,0.5839079397133325,67.70404197906286
34,3,1.9974590835771502,0.5557358648016841,66.92529426778128
34,4,2.199571755869822,0.5222769410660918,62.881795170657206
35,1,1.8398535652180257,0.5605263910984815,67.26592829196048
35,2,1.6569549497838372,0.6002733206015384,70.36445091694195
35,3,2.0063432302212156,0.5569457216648702,66.877017581479
35,4,2.038121934588242,0.5369350920812687,64.3079968632065
36,1,1.806852352478077,0.5617386943612609,67.2857866545648
36,2,1.657501245028583,0.599528834416574,70.22779970407007
36,3,1.9622257467402264,0.5581107548897928,66.79878320439622
36,4,1.9228135548528205,0.5362209519789581,63.7116829189329
37,1,2.0063232980856722,0.5541979208978073,66.46015547005457
37,2,1.57725351738285,0.6215570896555168,74.1228056706917
37,3,1.8243159407811482,0.5501321058407869,64.83631530463131
37,4,1.9481239448297814,0.5329268264162905,63.49087519319605
38,1,1.9781016325206486,0.5631725103129096,68.12154814235846
38,2,1.590878940468988,0.6176200845841878,73.4146096380701
38,3,1.787269579643075,0.5514153855995171,64.88371743458966
38,4,2.0302581796708936,0.5153029122501575,60.87140591959732
39,1,2.065600209453262,0.5068238462048609,58.33858834640261
39,2,1.6162940078300467,0.6071808814363518,71.32259019584808
39,3,1.982872913877478,0.5145621335366083,58.84125371830025
39,4,2.0775617942058497,0.5060156797381534,59.32400542019465
40,1,2.1440574594133532,0.5009605222599822,57.546788224136215
40,2,1.68162426651661,0.59074781294847,68.51661628554574
40,3,2.031089383063477,0.5107614840588222,58.55028785014955
40,4,2.1150999321124466,0.5025172940326009,58.79741718362357
41,1,1.8204215323852597,0.551427224658258,65.3634466046262
41,2,1.6172361873459016,0.6088754291824517,71.83321987057607
41,3,2.043640315889344,0.5062186063860963,58.11285759310475
41,4,2.0876000625195212,0.5105592483947151,60.10675041232102
42,1,1.9890545951170595,0.5293835936140274,62.655585392970075
42,2,1.6533782519104843,0.6018881284524635,70.6208485143001
42,3,1.7992491714306307,0.5465002331414689,63.922575518673746
42,4,1.8793758997012966,0.5462524053143314,65.49692150892767
43,1,1.764587462680558,0.5569530905327031,66.26649223910002
43,2,1.6915195640960938,0.5942795242045003,69.45163182000319
43,3,1.8673286708427934,0.550173594173441,65.35373520454915
43,4,1.8254000094061915,0.5410605311326784,64.25797065516714
44,1,1.8116211046786614,0.5601328131142972,67.23758113006308
44,2,1.6874654165185283,0.5979049092839134,70.15516659881798
44,3,1.8773755899351938,0.5480039774324226,64.99299897965805
44,4,1.9011709179260134,0.5458613174233337,65.6309871761961
45,1,1.8947469754055035,0.5516367242011565,65.94974122898029
45,2,1.7071399402147212,0.5908727951981376,68.82972899158275
45,3,1.8675955118499667,0.5487310242637855,65.08310294826114
45,4,1.9139274308693395,0.5393810648801793,64.3373518108556
46,1,1.924418034587123,0.5454036124350242,64.8664376358241
46,2,1.7198218021401488,0.5891847303960721,68.5802395989604
46,3,1.8860465698775861,0.5483170403944112,65.11517087811009
46,4,1.9931304315781675,0.5457504816646784,66.01809078889025
47,1,1.7481500719701812,0.5615446017898782,67.01914749219517
47,2,1.62539475512056,0.6129589127841226,72.6127120638074
47,3,1.8378009703008906,0.5514938080349894,65.38687574499781
47,4,1.8194192930488524,0.5379375322337338,63.54735889825585
48,1,1.764145212979507,0.5645304469824677,67.63906913736052
48,2,1.6225257645210218,0.6088531236912088,71.73438830524663
48,3,1.8478137480738999,0.5496053210157622,64.93804903984068
48,4,1.8164088735936483,0.5380841238279204,63.514812847070395
49,1,1.916175067773564,0.5517192935683769,65.95494533698641
49,2,1.7160811303692858,0.591036560804316,68.98839047346547
49,3,1.8590362781408145,0.5490447549052964,65.11653150731719
49,4,1.8830561370871182,0.5436813350458182,64.97365252255616
50,1,1.948289000110851,0.5455101220556215,64.86711709637382
50,2,1.7042606221111902,0.5899856270654127,68.58138331362542
50,3,1.880474862597361,0.5508689184044816,65.52778806109266
50,4,1.9222807277110894,0.544456141052924,65.49684105175918
51,1,1.7745737840369142,0.5562776893656651,66.03341950765481
51,2,1.6779012576189345,0.6004178475656354,70.675253907651
51,3,1.8754204853354275,0.5491632525516318,65.15211178027775
51,4,2.0008484407143254,0.5310288902096727,63.07037148307831
52,1,1.8523428886977111,0.5479949505221259,65.08616427311556
52,2,1.693311999202451,0.5932254050769152,69.27014033589882
52,3,1.8696603214088618,0.5461772147745845,64.46069168229293
52,4,1.9073881484161082,0.5328280490559514,62.867931907081086
53,1,2.002528117888205,0.5218557680276917,60.8533366566529
53,2,1.5789143464720927,0.6171301315443039,73.03857981269739
53,3,1.8942512428152751,0.5343148229211762,62.53157282476351
53,4,2.214135973582157,0.4872803198765914,56.133818879106606
54,1,2.1478690355123367,0.5050404461774524,58.44907897783152
54,2,1.7470208999440637,0.5757420618031295,65.86262835013713
54,3,1.9862584645768062,0.5240398394408162,61.07389481927099
54,4,2.318342291699876,0.47683438446842097,54.565860240778875
55,1,2.2730254781704224,0.48814158905466687,56.22167410548514
55,2,1.711564371704809,0.5842923658893711,67.44457549095131
55,3,1.9326004048507135,0.5259636850670996,61.03961182781421
55,4,2.334235459628696,0.4807085698948169,55.67050601449778
56,1,2.211883208975479,0.49288621364482044,56.70301396188773
56,2,1.678676434169012,0.5916934729266913,68.67376820580007
56,3,1.9653462972298275,0.5178643010036429,59.68568954409786
56,4,2.452012803395411,0.4722735095623618,54.696384901038925
57,1,2.1391974925264994,0.5482990292932148,66.98954000083472
57,2,1.6786466514725187,0.5926624166871367,69.09099632604935
57,3,1.972955280158854,0.5592733280922906,67.57142024865863
57,4,2.184902470843704,0.5271570518383483,63.75159607789437
58,1,2.17021259196342,0.5371719232452083,64.89449163859169
58,2,1.6589273975441359,0.5964541698099424,69.53954280865835
58,3,1.9234342703673892,0.5465807988589766,64.91248712527742
58,4,2.2695189088151717,0.5190602541870694,62.74592607309263
59,1,2.1964548911149353,0.5388810827395593,65.13636656617652
59,2,1.7655784576021092,0.5707411391091058,65.18093448183463
59,3,1.957042171197709,0.5494828238400563,65.56784301408915
59,4,2.2822886344366964,0.5052732455410569,60.25577051131809
60,1,2.284540709404869,0.5140714509398598,60.67724615922146
60,2,1.7324284435061272,0.5790182147932526,66.40021032290849
60,3,1.9171057256362245,0.5303914031735238,61.38014554695352
60,4,2.227002111018927,0.5059983682405624,59.99948573852997
61,1,2.0759928256754794,0.5488938484663833,66.43180938603138
61,2,1.694169780006584,0.5878906242794383,68.08223573529743
61,3,1.9810774901879786,0.5499801822458895,65.6281968481368
61,4,1.9708987012442072,0.5343696687707411,63.89432384752592
62,1,2.0844070783664783,0.5426313471863485,65.26052505663819
62,2,1.7778063217762665,0.5699421979088068,64.95651476169057
62,3,2.0048984055847905,0.5461317551788566,64.91930419394687
62,4,2.0571245424619167,0.5256912549914016,62.6581591087718
63,1,2.187935317689799,0.5393803311827451,64.55908723926338
63,2,1.6928593475968197,0.5879778692524825,67.93240097782122
63,3,1.9228529230570561,0.5496455735286383,65.43019393175109
63,4,1.961057021320405,0.5393599198137438,64.69692602278556
64,1,2.119935234234838,0.541774730717488,65.08544160488
64,2,1.6978953701186803,0.5874802185326118,67.91252344147995
64,3,1.9737172929617464,0.5491733280717436,65.42010994047604
64,4,2.0798997918051416,0.5234706481113885,62.239324853624375
65,1,1.8896265520755233,0.5404485538364937,63.48744276623093
65,2,1.6687768138767818,0.5937132106762374,69.04089989831525
65,3,1.8509731592283645,0.5467030926449911,64.22617958917718
65,4,1.9898341175788379,0.524356757439434,61.61412777911099
66,1,1.9813824104992193,0.5333470115937626,62.66032620602478
66,2,1.7541695464818021,0.5785977936364137,66.58944455341118
66,3,1.9473972303374,0.5465111291033279,64.74189544211752
66,4,2.0266476603728356,0.5332132139323686,63.65463900294048
67,1,2.223511463082128,0.544197731136352,66.27508821001452
67,2,1.7218735321242231,0.581195490847044,66.86422891374099
67,3,2.032669580636452,0.5514136667710314,66.24152390621862
67,4,2.180307763175553,0.5229966655468616,62.85478583604409
68,1,2.2035036893458235,0.547810761954939,66.98067777024868
68,2,1.6663640694982642,0.5937831596826004,69.06197107310085
68,3,2.0799591940335516,0.5571791803588315,67.45199014052731
68,4,2.148469653667895,0.5297154992535276,63.95860884696633
69,1,2.201177595540747,0.5326352918360986,64.08758833282654
69,2,1.8270127834177914,0.5604056426004745,63.4223808238247
69,3,1.8809194307928967,0.5316951134521676,61.39740869832808
69,4,2.320805293749902,0.5048385086163012,60.217638180562396
70,1,2.2545049934504293,0.5218374930259722,62.14925796423418
70,2,1.8517023772466605,0.5547011013564124,62.50574175858268
70,3,1.8341137091473023,0.5406834007903863,62.89122842452995
70,4,2.3986098719930986,0.49180546950270204,58.24224432108523
71,1,2.2113687479158224,0.5240392841330643,62.49905117728607
71,2,1.6731432619070001,0.5927857254775577,69.00792768795564
71,3,1.8420328974890907,0.5468992304176971,64.5325518943516
71,4,2.2039341714173712,0.5240473791376412,62.7484478830282
72,1,2.216473332096178,0.5253336684202315,62.73877125012503
72,2,1.6206706192341427,0.6054823560856547,71.17282753401409
72,3,1.8572795405020643,0.5484361603445165,64.68842087607399
72,4,2.0399112700465083,0.5281822616365922,62.79782560514833
73,1,1.9053128040108749,0.5668917176492358,68.58671955228678
73,2,1.597185269508349,0.611376248243837,72.29771822406614
73,3,1.8235476286055512,0.5534776977136888,65.49250043793549
73,4,1.838670546104429,0.5446383983610386,65.04798261885185
74,1,1.86918603320242,0.5686414051908902,68.84752766335183
74,2,1.5706730890242415,0.6179768390368944,73.34505700931622
74,3,1.8321222651598967,0.5573954111654453,66.31721193177313
74,4,1.8929931588729112,0.5486571462097549,65.99752596534262
75,1,2.026190592734441,0.5339523080288832,63.12329592969044
75,2,1.6407592242981899,0.6005924416521252,70.26813144062898
75,3,1.8466832887329536,0.554730717484874,65.77467341002813
75,4,1.918578669953832,0.5366332389873363,63.78037666356512
76,1,2.021430821327929,0.5419630023622407,64.14235960503612
76,2,1.6448624999530592,0.6005762747797814,70.24188596987365
76,3,1.8613362167230154,0.5545795588072627,65.85634880890566
76,4,1.928863270919154,0.5414796435651787,64.64958960004837
77,1,1.9849104483544049,0.5476333808794254,65.22744587164661
77,2,1.646734016023247,0.6010193909939523,70.45796010774953
77,3,1.8742853928699479,0.5494411871703135,64.92612672618195
77,4,1.886654450580288,0.5332043919536069,62.98089286408113
78,1,1.9624306029127179,0.5507850791393665,65.72329195736879
78,2,1.668996625524661,0.5957760160992517,69.55690022350883
78,3,1.8922907047659605,0.5509281488153484,65.37069731400292
78,4,1.8702444594266157,0.5415933625236934,64.53541892846756
79,1,1.9076645548818478,0.5330785074675359,62.341053987007456
79,2,1.6848805709948567,0.5919458315559968,68.97685766715682
