Metric,Mean,Median,Standard Deviation
closeness,0.09818074268041532,0.07710281394777718,0.1145984830736356
clustering,0.008538922130986504,0.011120758269159925,0.014583704590641101
degree,0.5801020091421307,0.8856467327823339,1.3558911747339808
