Metric,Mean,Median,Standard Deviation
closeness,1.9526001122241083,1.9614922669896397,0.09773110057887972
clustering,0.541217206617737,0.5414441158454236,0.017198890612940703
degree,63.680800557522595,63.631734206428234,1.812550395047705
