Graph,Closeness,Clustering,Degree
1,1.8415568542147283,0.5500093806788638,64.06874465351474
2,1.7527648563439562,0.5725185576417038,66.6339418009315
3,1.9104030094477806,0.5364419993809535,62.86551584275294
4,1.8961758354817264,0.5379248783610022,62.86352752603937
5,1.851198888811972,0.5451146055649365,63.6426356976072
