Metric,Mean,Median,Standard Deviation
closeness,0.07450896264063411,0.040723753884092107,0.0062491013546387975
clustering,0.004560329786858608,0.015781147873420553,0.0011278035196258009
degree,0.878154678723547,1.9985883953970287,0.17642022587318107
