Metric,Mean,Median,Standard Deviation
closeness,0.06912022281819419,0.08014180711277796,0.027590792760707306
clustering,0.010731117194280104,0.009434282134330618,0.0010930763214443001
degree,1.0133449899722038,0.9132108566045858,0.014879467050475936
