Node,Metric,Mean,Median,Standard Deviation
1,closeness,2.014552948446736,1.9790747150417611,0.16843375370908376
1,clustering,0.538566545038194,0.5365538993554367,0.022564126912992193
1,degree,63.563206855619654,63.001277399415166,3.0536403299804995
2,closeness,1.9951823751081192,1.9528196771469557,0.16544687153713997
2,clustering,0.5372996366876617,0.5340194973423501,0.023968157650896754
2,degree,63.194351512336944,62.646635777186575,3.272954727746544
3,closeness,1.9867542867582109,1.9621070454975091,0.14790993766819852
3,clustering,0.540481312098877,0.5380375719742799,0.01798849406925362
3,degree,63.75287756789429,62.86894858492261,2.361706537818402
4,closeness,2.0315840784907295,2.003032006463841,0.1719843153920026
4,clustering,0.5361507086549288,0.5311498754267923,0.02139430611097104
4,degree,63.17553904944132,62.63103612190977,2.844942248015631
5,closeness,1.8454928750198911,1.8546667636761498,0.0784209472876565
5,clustering,0.5457709698264142,0.5414941536980076,0.01553767114450987
5,degree,63.7451032243868,63.41086333589814,2.3017067808952163
6,closeness,1.886520028032227,1.859739375067952,0.12135052692939041
6,clustering,0.5405027384130969,0.5389486155328469,0.015633498577965067
6,degree,62.98794255477471,62.82329627339213,2.125125712870906
7,closeness,1.9891918032690588,1.96747598294062,0.16931771444468494
7,clustering,0.5423236211836094,0.5367714917521087,0.019175362250212546
7,degree,64.14698090451137,63.75741971178795,2.4353856319968843
8,closeness,1.9977475043514756,1.9768005983177261,0.17292968217070712
8,clustering,0.5416468068360604,0.5389001437654668,0.022103794794404216
8,degree,63.99745076517242,63.08632569116669,3.0527252018683106
9,closeness,1.8590968504910375,1.8158546597613072,0.1352306324725147
9,clustering,0.5492746808814514,0.5473057459356464,0.015715871424778698
9,degree,64.50009152687943,64.57068860723405,2.205704395754295
10,closeness,1.8941538848083697,1.8520382836656608,0.14137362062227107
10,clustering,0.5479924447923149,0.5472861027971324,0.014269134530350058
10,degree,64.48661157098323,64.28534782476572,2.2341981968638343
11,closeness,1.9042844421482672,1.8968033960406212,0.13316542827219155
11,clustering,0.5486446803299766,0.5481234973134008,0.017316389111974504
11,degree,64.73980138103262,64.47928246703366,2.4533051867314577
12,closeness,1.9486320775032369,1.9240122648890088,0.14499275371122333
12,clustering,0.5457086782000987,0.5483399502911427,0.019126510021784088
12,degree,64.48558023213,64.81217083766336,2.6004871356486023
13,closeness,1.8972389575429636,1.8721608435560595,0.13336248249998528
13,clustering,0.550591869813104,0.5520480926633047,0.018896619118268548
13,degree,65.12230849674927,65.62421490844574,2.6480006236462352
14,closeness,1.9145029640380777,1.8867718406365606,0.16512547500820343
14,clustering,0.5507124498749606,0.5519292065221919,0.01950962316783455
14,degree,65.19655959797119,65.49944473801543,2.7972738460397406
15,closeness,1.8341386786190639,1.8233539841800375,0.11708121642321533
15,clustering,0.5533379777365388,0.5509192710097601,0.016559921217069975
15,degree,65.20696187474879,64.52953191455688,2.3208848722017392
16,closeness,1.8740636491122373,1.8463354474788036,0.1289099444014068
16,clustering,0.5509984162910131,0.5492602012081118,0.017275231557516604
16,degree,65.03317160329685,64.63602787462862,2.3160205114456307
17,closeness,1.8474425940627808,1.8444516806119913,0.08111532302909505
17,clustering,0.5515296834505652,0.5492692741498924,0.013591187772574934
17,degree,64.96523042111413,64.78656211949283,1.8119784600553654
18,closeness,1.8650886165512683,1.8448659429130012,0.12850423594738042
18,clustering,0.5512420933413886,0.5497358781678144,0.019662725074377146
18,degree,65.0083962766573,65.14806982963935,2.6978656506718854
19,closeness,2.038590406119391,1.9942130386990813,0.16001577057580138
19,clustering,0.5286260123752429,0.5262418505780393,0.018889055892668837
19,degree,61.69429601002757,61.45489295347568,2.391954595788025
20,closeness,2.0596691073115743,2.0052050160915855,0.16736304853957826
20,clustering,0.5281589223257664,0.5265178159831462,0.020318082837423306
20,degree,61.78234998621723,61.36461033601274,2.5934742121968473
21,closeness,1.8889720447363632,1.8811033110728437,0.08977673074166703
21,clustering,0.5376000575473988,0.5347702278472479,0.014557597777288062
21,degree,62.39752636665112,62.54072270380491,2.2334838731544666
22,closeness,1.8628349201591785,1.8648245179941,0.10039848843383381
22,clustering,0.541878673561011,0.5438226118964263,0.019487979892803306
22,degree,63.13795404386317,63.184790099643344,2.6819913704639
23,closeness,1.989337641576991,1.9658133770377484,0.13072672754588463
23,clustering,0.5325034268410158,0.5327956026815668,0.01682382703885725
23,degree,62.1730607339337,62.02553567415736,2.09988497114645
24,closeness,1.9411456222452614,1.9039207769340394,0.14084508082620556
24,clustering,0.5443505039114467,0.5411430669207367,0.01821225473191746
24,degree,64.21265605541706,63.6310939233487,2.2979167569721572
25,closeness,1.8366077582497538,1.8060526465282203,0.11102201952427852
25,clustering,0.5502799431833227,0.5513610037627776,0.015275676451255838
25,degree,64.49101831850209,64.22685658179807,2.1895995644156114
26,closeness,1.8359004894869597,1.8133218730751193,0.1190946448496485
26,clustering,0.5502606165447023,0.5507067121912704,0.016439050370994312
26,degree,64.54555901977156,64.96297193309333,2.287356062220746
27,closeness,1.8789885038491554,1.8761262849437603,0.07753968681521832
27,clustering,0.5391275956811804,0.5364088216340624,0.012465840176055499
27,degree,62.67529187669033,62.45663904817682,1.8593667338256177
28,closeness,1.8712964119960942,1.8666874220968501,0.07189883531134969
28,clustering,0.5399907472251019,0.5358714340227868,0.013115489942530995
28,degree,62.76856460942805,62.60890332975723,1.9746366149554695
29,closeness,1.8481248845539002,1.849783043127976,0.13368475411498426
29,clustering,0.5566596403576568,0.5563122275665658,0.013725758370156257
29,degree,65.9842455371581,66.34490614483806,1.7844838149055808
30,closeness,1.8661602994480129,1.843423171254714,0.12152444735346606
30,clustering,0.5543583013508655,0.5540272270604883,0.015858467295973056
30,degree,65.63160625340916,65.71650151703619,2.1662866025432774
31,closeness,1.8823869765479175,1.866013027380495,0.12613910416829596
31,clustering,0.5488847459685837,0.5468365814033168,0.014756686234682313
31,degree,64.60842384683785,64.45976278690492,2.158342412717279
32,closeness,1.8754920194968752,1.832126738171657,0.13979924960882104
32,clustering,0.5479994960648068,0.5481185609932716,0.015237073325146023
32,degree,64.36637066378299,64.50447219605928,2.0426569975768
33,closeness,1.9264122481826211,1.882106832081997,0.1458924990259406
33,clustering,0.5471339187362393,0.543201511106192,0.018328434311730455
33,degree,64.67799648715578,64.61099232588141,2.4031406295152484
34,closeness,1.9361553836362655,1.883958505603319,0.14806040356240754
34,clustering,0.5471374642707675,0.5458914903917541,0.01819959746434302
