Metric,Mean,Median,Standard Deviation
closeness,0.0208253641027909,0.014797538163575208,0.012634433854413304
clustering,0.0005457329003100142,0.0015894972246843775,0.0017848603101416997
degree,0.19015896815504618,0.17784364292197097,0.20089905559411791
