Metric,Mean,Median,Standard Deviation
closeness,1.8504198888600327,1.851198888811972,0.05533036599636143
clustering,0.5484018843254921,0.5451146055649365,0.013021602665441284
degree,64.01487310416914,63.6426356976072,1.3890718069043397
