Node,Metric,Mean,Median,Standard Deviation
1,closeness,0.03985319130690912,0.1310091519929093,0.01630933129554621
1,clustering,0.0023623532867785846,0.004054570496091814,0.0013785294339762003
1,degree,0.2611432399656408,0.831714911063699,0.04235434420367046
2,closeness,0.07600204382659093,0.12758991569679679,0.05694406731253379
2,clustering,0.011122489907800404,0.0023789093157575714,0.0113512291532785
2,degree,1.1158410371880763,1.0530406050684107,1.438379369465505
3,closeness,0.11317247171481726,0.17352479182233882,0.05476982438261811
3,clustering,0.01613265792602414,0.010422583079712555,0.0033528362442696996
3,degree,1.9387554490041055,0.06180200561647098,0.4540103590261233
4,closeness,0.11498049043260261,0.1832384503316551,0.07346330755942819
4,clustering,0.01635748906054213,0.01066417230205896,0.0087596382953583
4,degree,1.9469344291782633,0.8772528910967026,1.5272545846369407
5,closeness,0.07625748570748425,0.0724910819153175,0.06966832865210891
5,clustering,0.009096908430338946,0.006735778372451873,0.010896259886013098
5,degree,1.664255584964259,1.8421915081550324,1.9246359303408211
6,closeness,0.060904130571402426,0.036985711011937594,0.04990178267028139
6,clustering,0.003013544623811537,0.0008647367717713461,0.0031805092839733012
6,degree,0.5885630351387761,0.8752980913200759,0.24307027089880506
7,closeness,0.10310620006495808,0.1795568378166139,0.001309662797472494
7,clustering,0.006374814949241636,0.00931121576085614,0.007533663502174701
7,degree,0.016289862830021207,0.06802132620272516,1.2560421085649347
8,closeness,0.1219619345350631,0.14909916372297705,0.0410036938694299
8,clustering,0.012669244014466785,0.010869603703089203,0.001829396701004602
8,degree,1.2070874199559967,0.3983182447609579,0.3484576589580364
9,closeness,0.011029890441759838,0.016052770797019944,0.0337988691672685
9,clustering,0.003402017613007735,0.0018329523774989198,0.008059202937423201
9,degree,0.20960202009300843,0.05057840916676071,0.890905163181368
10,closeness,0.013194942068033289,0.056002927739006836,0.038296243133052396
10,clustering,0.00027102834903391937,0.00203282983358144,0.0055158317520803985
10,degree,0.4979489180561316,0.8340960172634055,0.45565149635167224
11,closeness,0.03842250515854717,0.059525142168627365,0.015853535861205997
11,clustering,0.005454526226278178,0.005860717463897158,0.0090954639668747
11,degree,0.340539681329588,0.5103923540456776,1.6365348123833545
12,closeness,0.13916368920796263,0.12430031955148091,0.06495292249908272
12,clustering,0.013149278038444567,0.008858121586840073,0.0068680551334319995
12,degree,1.2263159114867648,0.3197992791071158,0.9989358919839557
13,closeness,0.06900876189900496,0.07836715111434489,0.03844306948198531
13,clustering,0.0014598571471527988,0.005628238991111201,0.0073598555602928
13,degree,0.613169454850393,0.7600181631733989,1.2953125164248298
14,closeness,0.10226587211920735,0.03751147603325755,0.11343762956091828
14,clustering,0.004254068905941488,0.00616511286675181,0.0025852657538389997
14,degree,0.22158872540337882,1.423274746350799,0.8280068035555166
15,closeness,0.018987481251173888,0.057249010494920816,0.0474088112001968
15,clustering,0.008488275924294908,0.009162087908870409,0.0103725489800204
15,degree,1.0947261063675455,1.7979484174510816,1.4060486395844003
16,closeness,0.018840532197237136,0.026089579326594947,0.0665843007050566
16,clustering,4.445734653191202e-06,0.0016344220063663206,0.009367075632772299
16,degree,0.35344364547555074,0.6926359520934469,0.828276644229939
17,closeness,0.01498721664469227,0.010619434113158688,0.026276363784653006
17,clustering,0.006577052058842514,0.0049655948968483354,0.0012060018507561027
17,degree,0.78329629993803,1.5305644749667096,0.286921352446432
18,closeness,0.046654685887374425,0.0313332991242774,0.025966121411871698
18,clustering,0.009981539333354883,0.011604967622863671,0.0022850787074476
18,degree,1.1149700101519784,1.1690233610686676,0.35263787147485703
19,closeness,0.06665622096511092,0.13131108673802205,0.06247565014107881
19,clustering,0.004802773482732392,0.008489500962163166,0.0051309908825957
19,degree,0.09039456557749048,0.6829634041279604,0.5510442978284729
20,closeness,0.09283249817132888,0.14400548569402316,0.0551868957149024
20,clustering,0.007768365529650989,0.0036500903449995237,0.0031577495821924
20,degree,0.3975618097148512,0.18921330704882422,0.17090335202034312
21,closeness,0.03712831819592699,0.013348681282273622,0.0626445028081197
21,clustering,0.0004939133463216505,0.002775859116790569,0.010072713583457802
21,degree,0.2528527472255462,0.18623079471326065,1.7447062931829131
22,closeness,0.02286096399117965,0.07456324986872165,0.009348831887253703
22,clustering,0.0023467657694664634,0.013409084085406642,0.0003842743600899999
22,degree,0.9223101500219997,1.823836859342407,0.02214272720948829
23,closeness,0.04849482837756791,0.09225050594794793,0.01604731507177891
23,clustering,0.003523443106289048,0.004434543743629171,0.004139979207185299
23,degree,0.18967503243560913,1.1686711619584003,0.892853560097103
24,closeness,0.09704957165207961,0.09662183828039073,0.025184517237008597
24,clustering,0.014952451207900674,0.009607374535931412,0.0053502595538096
24,degree,1.7694342301856096,0.905344793365856,0.4032267485659644
25,closeness,0.010945712329978985,0.016599313437953622,0.0191156851853828
25,clustering,0.007671721001578091,0.0013907014856336941,0.0020973550258676
25,degree,0.7061846880215512,0.016093284742737524,0.37357727382174954
26,closeness,0.00950505659662193,0.024240354404906572,0.0065361025070913015
26,clustering,0.007581979902545721,0.010601249959079961,0.004221505253699799
26,degree,0.8617402850812255,1.3163283555208665,0.537776800412084
27,closeness,0.02277721017155998,0.07160124663475842,0.0411013738055806
27,clustering,0.007127655575895675,0.011995007074953712,0.0056945473939604
27,degree,0.5521461804831276,0.489976666416311,0.833144541907046
28,closeness,0.009612527295248974,0.024177543458133943,0.00029434298775940504
28,clustering,0.0028608961839694524,0.004599197618735618,0.0012907460302344007
28,degree,0.10586223254027516,0.25775697073553516,0.3165725211269028
