Metric,Mean,Median,Standard Deviation
closeness,0.0594804125796522,0.06100786144047832,0.020644052044836603
clustering,0.008775638912187134,0.0009983807491106278,0.0004575835212893009
degree,0.8327027046050546,0.18379131398616977,0.04127951540583563
