Node,Metric,Mean,Median,Standard Deviation
1,closeness,1.9318714541223831,2.035942308152603,0.15270727905215614
1,clustering,0.5479626663074513,0.5309807897148482,0.02776547802078978
1,degree,64.56736841011072,61.97350603168019,3.9414881500182597
2,closeness,2.046940100906662,2.0247472744258723,0.11615594261327254
2,clustering,0.5259048615413836,0.5270916615221484,0.019737769434067406
2,degree,60.974619543713324,62.15628359041794,3.07818747219638
3,closeness,1.9048748978786805,1.9205029969565204,0.035175168579141415
3,clustering,0.5486049758884303,0.5455529376125123,0.009130046928460468
3,degree,64.25430402467885,63.80410755515125,1.2855658478332705
4,closeness,1.977968655846255,1.9637390165154402,0.12196149452246596
4,clustering,0.5313037767610178,0.5304689381109509,0.019967039777992537
4,degree,61.349751511694784,62.19843512802152,3.340301987342835
5,closeness,1.9080229230530508,1.9084459556960085,0.038923469958652625
5,clustering,0.5516485569581983,0.5512518006669787,0.025855972279385755
5,degree,64.35539385503193,63.493527312730826,4.31811596291616
6,closeness,1.968509953312246,1.976254233941907,0.018798315059053567
6,clustering,0.5439097036135511,0.5368013753764349,0.024973984193364832
6,degree,63.22705359253101,61.38556935329852,4.207986533117104
7,closeness,1.8351021123032585,1.8523023020751856,0.10093048996500316
7,clustering,0.5613921440023009,0.5622983921564166,0.020644241718860635
7,degree,66.36308293889888,66.02720095940902,2.801773139228932
8,closeness,2.0169212623207535,1.9755827307071974,0.15199722032909332
8,clustering,0.5293732885087009,0.534242042841919,0.02345974792726959
8,degree,61.37511775931631,62.99246230775317,3.763215535411488
9,closeness,1.9033445001947935,1.883376876746749,0.10645123625515138
9,clustering,0.5739651206874362,0.5798213652155345,0.016903576134777477
9,degree,68.41462914931395,69.55578646543285,2.879966647269078
10,closeness,2.035073390661049,1.9761649808228048,0.1094945173280803
10,clustering,0.5634052050899966,0.5805962959115346,0.02849502852154848
10,degree,67.03282150071149,70.02715627296165,4.670281220828964
11,closeness,1.752816110294354,1.7196307045386052,0.05333836440128666
11,clustering,0.5710166134280404,0.576029257393341,0.018723775185388078
11,degree,67.52461388891837,67.62294448921408,2.444324945607593
12,closeness,1.8443047634786085,1.8134273310090825,0.044418048548092795
12,clustering,0.5576046882254954,0.559428587997908,0.012963250611809604
12,degree,65.75405493019984,65.34132824298726,1.5985000984738784
13,closeness,1.8583187742842935,1.8750906452207348,0.034858675858493
13,clustering,0.5612372229539851,0.5537604632804012,0.01754887275375866
13,degree,66.18504618537906,64.41734922859467,2.518224413465256
14,closeness,1.8856649196107778,1.9103256955666468,0.03913292068869873
14,clustering,0.5587568765541387,0.5488051961820227,0.02365868552408148
14,degree,65.83262094046059,63.775350532878,3.560822529403334
15,closeness,1.8018917545277218,1.8065248725179612,0.03551303102566106
15,clustering,0.5706520537909765,0.5822530139296243,0.017648637419589736
15,degree,67.46389705242946,68.87610229236114,2.705962773320162
16,closeness,1.9921055178359832,1.91577905065322,0.11493349795030418
16,clustering,0.5630087255662799,0.5725602216360293,0.025003570345741636
16,degree,67.0712004081696,68.69792206437154,3.8857102140145443
17,closeness,1.8028065987262272,1.8057168695874315,0.011052226583924293
17,clustering,0.5627712501676143,0.5605589751506355,0.010084232990356948
17,degree,66.22254679559721,65.3569493444747,1.3676159772195524
18,closeness,1.7916465815041447,1.7746961736955926,0.03779281053125447
18,clustering,0.5680579975387229,0.5718571410525437,0.017948923438101446
