Metric,Mean,Median,Standard Deviation
closeness,1.8747176640566567,1.8652377911254034,0.09443486155876629
clustering,0.5509922754233872,0.5474741031426056,0.018086088797163613
degree,64.47134173509923,64.06079181834089,1.960088812322089
