Metric,Mean,Median,Standard Deviation
closeness,1.9490681564915093,1.9976149602781694,0.1604520381436995
clustering,0.5437677678432044,0.5333432265304952,0.02782377899492247
degree,63.92994254355165,62.86616658918962,2.780488585578912
