Metric,Mean,Median,Standard Deviation
closeness,1.927543098458423,1.931184994606598,0.09555184656979004
clustering,0.5394902393620773,0.53671459678952,0.012881585184914064
degree,63.27470170830974,62.99267116502346,1.2585573386963411
