Node,Metric,Mean,Median,Standard Deviation
1,closeness,0.10167137436635199,0.12304803938514897,0.1264522748422739
1,clustering,0.0022854631175267537,0.006381036517937533,0.0202467800733227
1,degree,0.0872781931050497,1.2039329362959847,2.410989253296722
2,closeness,0.1341785246018674,0.0949713156406331,0.17834526794318828
2,clustering,0.009512830204484124,0.01264414362012456,0.0249348217685054
2,degree,0.9479286124329107,0.7315427291238024,3.592424178983924
3,closeness,0.0785130336396771,0.0741012741978535,0.0999096444162405
3,clustering,0.0005117384205874931,3.907067365660488e-05,0.0168832062298227
3,degree,0.5061990029413153,0.2426051307736543,2.1188875700296803
4,closeness,0.09601431660514836,0.08459873134860607,0.10203880563382219
4,clustering,0.0033236205654827433,0.006422088152865935,0.015548395258067902
4,degree,0.11078159538591592,0.47086042261454963,1.903089793891374
5,closeness,0.031241153183775516,0.021840894066969874,0.0563098241869888
5,clustering,0.00219571602745372,0.0017882573533177792,0.016803662495210002
5,degree,0.8569976090446261,0.09526015691896816,2.518207477338748
6,closeness,0.02670097022310025,0.01676561634124174,0.060569320673957
6,clustering,0.0012518173521803844,7.15727145073064e-05,0.0161320269745359
6,degree,0.06039595804969622,0.06825582741359426,2.315980033617055
7,closeness,0.0850582189954252,0.09342995980918123,0.0932765145262974
7,clustering,0.000768856376102911,0.004595303925702399,0.0149892952562546
7,degree,0.14834308643852978,0.2959024549344349,1.824015504324832
8,closeness,0.10109810047498868,0.11560089726961009,0.08279888336367511
8,clustering,0.004365272595793779,0.009814415873906301,0.01229981345772
8,degree,0.27177199707723787,0.7002575664659076,1.328369901952802
9,closeness,0.03145238858446264,0.028802881248731316,0.030734215187982694
9,clustering,0.0008064241491316793,0.00399360471536192,0.011277876406747501
9,degree,0.2111614581005341,0.4399731802785709,1.7744449394261603
10,closeness,0.06076827131355955,0.06276808595854955,0.0515365248319255
10,clustering,0.003598242689077491,0.0027683118989222377,0.0102120742018411
10,degree,0.17866579828350382,0.4597621776735821,1.3407406303472473
11,closeness,0.10910283080552885,0.09839429975323055,0.1144872391142503
11,clustering,0.008443863123444473,0.015272863606302645,0.0171283723221758
11,degree,1.0440568208161949,1.6976359082133854,2.138245793824481
12,closeness,0.1531089541462114,0.11171764057077849,0.1480500231483429
12,clustering,0.017511127412441208,0.016036881080031207,0.0178448600840059
12,degree,2.3947836948970505,1.7481942867852354,2.4923411173807626
13,closeness,0.10651756440929239,0.08383266121515343,0.1386879794279521
13,clustering,0.004474290802897851,0.010785341437420048,0.018223002489736198
13,degree,0.28769255487493695,0.6343287945060894,2.257532248677525
14,closeness,0.10780798905355615,0.10070717630494541,0.0857901457984839
14,clustering,0.011667467984506463,0.011585966670791592,0.0120162417503511
14,degree,1.5575671033385845,1.588463369157239,1.4114786936606993
15,closeness,0.03223181866381242,0.032546931765573106,0.0600554192022124
15,clustering,0.004835952934868271,0.0019427155738468427,0.0146715261761095
15,degree,1.085168498670157,0.5303285234859487,2.077284036928935
16,closeness,0.04909307499130122,0.05378490314151341,0.0522672227075155
16,clustering,0.0017245931351813626,0.001615845896549284,0.0106957385544418
16,degree,0.6744602668952382,0.17139342747472597,1.5094873769554291
17,closeness,0.10970436065593314,0.09727509398155187,0.0904313990892152
17,clustering,0.009200771008085917,0.01245481944616067,0.011134765987343602
17,degree,1.1246445034546753,1.0243102819239454,1.4526430238653014
18,closeness,0.15200289736655148,0.09946374216396325,0.1905581016232773
18,clustering,0.019239824839348052,0.01791217363274189,0.0238364306663202
18,degree,2.744026465859754,2.4435830692869303,3.4909499588834225
19,closeness,0.14226218135209634,0.11153284518192796,0.1441517778910178
19,clustering,0.012609971208957238,0.018785654584965394,0.0188270171536584
19,degree,1.416766952003968,2.6840142282012636,2.4015707180380392
20,closeness,0.12624205879411687,0.11538527149033206,0.1352872201303557
20,clustering,0.010060726584963042,0.015943048271125138,0.0186258578827509
20,degree,1.1062603832478572,2.0168006392715085,2.37441884734495
21,closeness,0.05036200955452319,0.0743642701138445,0.1012731837153707
21,clustering,0.002685917757152878,0.007929555983262837,0.020830020983306503
21,degree,0.12680199730144182,0.148948894152511,3.2813433439028636
22,closeness,0.0392135308871695,0.034334383083225006,0.0811960934716114
22,clustering,0.004525032387168171,0.0013341655161319688,0.018352475666899
22,degree,1.1741280325410486,0.7179425140462286,2.653748017618521
23,closeness,0.11090874675558737,0.11345340027723028,0.0695805999683158
23,clustering,0.011519066325072491,0.01582275932456112,0.013262772933221801
23,degree,1.56118366102924,2.110143290422343,1.6729911375200095
24,closeness,0.10656568807806788,0.09010348843051652,0.09113120564663661
24,clustering,0.0068286357879904225,0.013277767416730146,0.014389297940555
24,degree,0.7528688844644194,1.7133109771778692,1.7634562257138635
25,closeness,0.031895526125801155,0.037462341672035215,0.053518818665248595
25,clustering,0.00018234869034727819,0.005085937785278882,0.0187065703202803
25,degree,0.29146184825101784,0.4143195329773306,2.4422209743477006
26,closeness,0.02189608049407732,0.01845612002843966,0.045731516112223904
26,clustering,0.0007305817002619674,0.002546522566952314,0.0164395742784002
26,degree,0.17699902043669624,0.0783837202244797,2.0617859119552224
27,closeness,0.05199984522361589,0.04656612269747051,0.08252517905254529
27,clustering,0.0008180701101191401,0.00650802698228814,0.0212136356626529
27,degree,0.8380481705525824,0.5509395679608033,3.449400234674547
28,closeness,0.06751547104402933,0.03188654646811506,0.0823688718463009
28,clustering,0.0018617636356978995,0.003600900300079979,0.0153792736359185
28,degree,0.2757446429244368,0.3822169886169391,2.345356337648872
29,closeness,0.08244942107888131,0.0897168556166672,0.08756318450144729
29,clustering,0.004944895675523808,0.012956970928154732,0.017275785289143197
29,degree,0.5071442599605405,1.446697629777674,2.4655689831993555
30,closeness,0.08975028528957574,0.09550797577123094,0.0892934520658274
30,clustering,0.009278281754155904,0.011358804901007824,0.0133467005002257
30,degree,1.1950228435854768,0.9942930598296016,1.8586790128283637
31,closeness,0.06535558411262299,0.07916879658723985,0.06940409681440649
31,clustering,0.0074821139724480235,0.0138482655641049,0.015181845718509999
31,degree,1.0908134945070742,2.042847925857046,1.9537549483089807
32,closeness,0.08353658566430333,0.08258545724424105,0.056169039893692305
32,clustering,0.00896437254369542,0.013162612766134174,0.011908226768309202
32,degree,1.2231548885247747,1.6324734427218743,1.2926009165095478
33,closeness,0.11196619410662723,0.1358321912208984,0.1303011429371281
33,clustering,0.008588206060732406,0.014684336084724747,0.0227223889153437
33,degree,0.892396820399938,1.8662698514000624,3.081011218851714
34,closeness,0.09020331592645103,0.10316498827208753,0.0992647063777789
34,clustering,0.006557303580504992,0.00966290800138958,0.0176463015475629
34,degree,0.5610980321463046,0.9956550960951489,2.020490048887848
35,closeness,0.036911337730070715,0.04216810059328058,0.0584734403493724
