Metric,Mean,Median,Standard Deviation
closeness,0.06577383947615445,0.05794290091320753,0.08285445119289529
clustering,0.0022192733319633673,0.007281452786239817,0.0141664242834319
degree,0.046113151105515726,0.5091981758906314,1.4923542739142226
