Graph,Closeness,Clustering,Degree
1,1.796119781440411,0.5560916903166306,64.73475282601008
2,1.799993742259758,0.5565842852597984,64.88750314823803
3,1.825065736457207,0.5467507979039135,63.673431199273764
4,1.814596038164633,0.5534194215410602,64.40522716245297
