Metric,Mean,Median,Standard Deviation
closeness,1.8792482397430195,1.8658407256573952,0.08059548766349607
clustering,0.5507670894566674,0.547738376148535,0.013573369173611448
degree,64.47820566643699,64.08372566455002,1.4445769272399833
